locus_tag	gene	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)
SL1344_0533	ybcI	0	0	0	0
SL1344_0534	ybcJ	0	63.65	41.77	35.14
SL1344_0535	folD	55.59	48.97	95.44	66.67
SL1344_0536	fimA	0	7.11	0	2.37
SL1344_0537	fimI	0	0	0	0
SL1344_0538	fimC	0	0	0	0
SL1344_0539	fimD	0	4.43	1.13	1.85
SL1344_0540	fimH	0	1.91	0	0.64
SL1344_0541	fimF	0	7.44	0	2.48
SL1344_0542	fimZ	0	0	0	0
SL1344_0543	fimY	0	0	0	0
SL1344_0544		0	0	0	0
SL1344_0545	fimW	0	0	0	0
tRNA_5	tRNA_5	164.88	52.81	40.44	86.04
SL1344_0546		0	0	0	0
SL1344_0547		0	2.33	1.79	1.37
SL1344_0548	gtrBa	0	0	0	0
SL1344_0549	gtrAa	0	5.33	0	1.78
SL1344_0550		0	0	0	0
SL1344_0550A	cusA	0	0	0	0
SL1344_0551	ykgD	0	0	0	0
SL1344_0552	ykgC	0	0	2.23	0.74
SL1344_0553		0	0	0	0
SL1344_0554	ykgB	0	0	0	0
SL1344_0555		5.12	13.12	10.05	9.43
SL1344_0556	pheP	34.54	20.74	31.76	29.01
SL1344_0557	ybdG	10.65	20.47	10.45	13.86
SL1344_0558	apeE	42.77	95.89	34.46	57.71
SL1344_0559		8.82	12.01	4.33	8.39
SL1344_0560		6.1	3.91	0	3.34
SL1344_0561		0	1.85	0	0.62
SL1344_0562	manZ	0	0	0	0
SL1344_0563	manY	0	2.86	0	0.95
SL1344_0564	manX	0	0	0	0
SL1344_0565		0	0	0	0
SL1344_0566	nfnB	0	35.42	49.72	28.38
SL1344_0567	ybdF	0	0	32.09	10.7
SL1344_0568	ramR	10.36	23.23	55.89	29.82
SL1344_0569	ramA	0	16.96	0	5.65
SL1344_0570	ybdJ	0	0	23.81	7.94
SL1344_0571	ybdK	10.77	13.79	10.56	11.71
SL1344_0572	entD	0	2.74	8.39	3.71
SL1344_0573	fepA	16.01	17.95	32.73	22.23
SL1344_0574	fes	0	22.23	46.2	22.81
SL1344_0575	ybdZ	27.61	8.84	27.08	21.18
SL1344_0576	entF	6.2	11.42	27.36	14.99
SL1344_0577	fepE	0	8.48	15.59	8.03
SL1344_0578	fepC	0	12.14	29.74	13.96
SL1344_0579	fepG	0	5.85	14.92	6.92
SL1344_0580	fepD	5.98	15.31	49.83	23.71
SL1344_0581	ybdA	9.68	6.2	14.24	10.04
SL1344_0582	fepB	0	22.18	18.53	13.57
SL1344_0583	entC	15.37	11.48	20.1	15.65
SL1344_0584	entE	18.69	0	9.17	9.29
SL1344_0585	entB	0	15.75	34.44	16.73
SL1344_0586	entA	0	7.66	0	2.55
SL1344_0587	ybdB	29.14	4.67	21.44	18.42
SL1344_0588	cstAa	157.24	196.89	256.62	203.58
SL1344_0589	ybdD	61.1	195.7	224.76	160.52
SL1344_0590	ybdH	22.13	5.32	16.28	14.57
SL1344_0591	ybdL	5.19	6.65	7.63	6.49
SL1344_0592	ybdM	9.75	3.12	14.35	9.08
SL1344_0593	ybdN	4.87	3.12	4.78	4.26
SL1344_0594	ybdO	6.67	6.41	16.36	9.82
SL1344_0595	dsbG	24.2	15.5	15.83	18.51
SL1344_0596	ahpC	85.51	82.17	193.99	120.56
SL1344_0597	ahpF	3.85	17.24	9.43	10.17
SL1344_0598		0	0	0	0
SL1344_0599		0	0	9.07	3.02
SL1344_0600		10.8	0	5.3	5.37
SL1344_0601		0	17.59	3.85	7.15
SL1344_0602	ybdQ	351.52	243.21	448.29	347.68
SL1344_0603	ybdR	4.86	6.23	9.54	6.88
SL1344_0604	rnk	73.39	131.65	179.99	128.34
sRNA10	sRNA10	182.37	486.79	506.88	392.01
SL1344_0605	rna	112	186.55	384.54	227.7
SL1344_0606	citT	4.11	2.64	14.12	6.96
SL1344_0607	citG	0	2.15	0	0.72
SL1344_0608	citX	0	0	5.36	1.79
SL1344_0609	citF	3.94	0	0	1.31
SL1344_0610	citE	0	0	0	0
SL1344_0611	citD	0	0	0	0
SL1344_0612	citC	0	0	0	0
SL1344_0613	citA	0	2.32	5.33	2.55
SL1344_0614	citB	0	2.83	8.68	3.84
SL1344_0615	dcuC	0	3.08	0	1.03
SL1344_0616	pagP	52.61	161.76	185.78	133.38
SL1344_0617	cspE	2838.71	5473.89	9050.39	5787.66
SL1344_0618	ccrB	0	0	61.66	20.55
SL1344_0619		0	7.34	3.75	3.69
SL1344_0620	tatE	415.04	284.88	727.05	475.66
SL1344_0621	lipA	18.71	19.98	15.29	17.99
SL1344_0622	ybeF	12.63	12.14	9.29	11.35
SL1344_0623	lipB	28.17	21.05	4.61	17.94
SL1344_0624	ybeD	155.1	79.49	243.45	159.35
SL1344_0625	dacA	29.82	58.9	134.06	74.26
SL1344_0626	rlpA	11.28	32.52	55.33	33.04
SL1344_0627	mrdB	5.41	12.13	26.55	14.7
SL1344_0628	mrdA	18.99	14.2	18.63	17.27
SL1344_0629	ybeA	25.77	28.89	50.57	35.08
SL1344_0630	ybeB	56.95	91.22	111.74	86.64
SL1344_0631	cobC	19.8	12.68	4.85	12.44
SL1344_0632	cobD	0	10.57	13.49	8.02
SL1344_0633	nadD	28.17	24.06	23.03	25.08
SL1344_0634	holA	23.35	43	57.26	41.2
SL1344_0635	rlpB	81.6	81.68	80.05	81.11
SL1344_0636	leuS	48.95	61.97	60.59	57.17
SL1344_0637		0	0	0	0
SL1344_0638		5.13	0	0	1.71
SL1344_0639		0	8.72	20.03	9.59
SL1344_0640		0	5	4.59	3.2
SL1344_0641	ybeL	101.79	65.21	143.53	103.51
SL1344_0642	ybeQ	0	0	5.93	1.98
SL1344_0643	ybeR	0	2.73	0	0.91
SL1344_0644	ybeS	0	0	0	0
SL1344_0645	ybeU	0	0	0	0
SL1344_0647	ybeV	12.27	7.86	4.01	8.04
SL1344_0648	hscC	0	1.15	3.52	1.55
SL1344_0649		9.72	15.57	14.31	13.2
SL1344_0650	rihA	19.31	24.74	18.94	21
SL1344_0651	gltL	99.61	98.38	142.5	113.5
SL1344_0652	gltK	62.5	88.66	144.53	98.56
SL1344_0653	gltJ	73.19	117.22	127.65	106.02
SroC	SroC	1623.29	2625.2	2641.1	2296.53
SL1344_0654	gltI	227.46	385.12	439.9	350.83
SL1344_0655	lnt	31.3	31.33	49.9	37.51
SL1344_0656	ybeX	54.83	74.65	73.96	67.82
SL1344_0657	ybeY	38.17	52.98	87.37	59.51
SL1344_0658	phoL	55.47	42.64	89.78	62.63
SL1344_0659	miaB	105.65	79.87	93.28	92.93
SL1344_0660	ubiF	5.12	14.77	35.17	18.35
SL1344_0661		0	0	5.13	1.71
tRNA_6	tRNA_6	4322.83	6651.86	2037.17	4337.29
tRNA_7	tRNA_7	1236.59	977.04	687.41	967.01
tRNA_8	tRNA_8	1271.42	3393.8	997.8	1887.68
tRNA_9	tRNA_9	1337.35	1927.68	5539.22	2934.75
SL1344_0662	asnB	10.85	18.54	12.42	13.93
SL1344_0663	nagD	32.01	15.38	43.18	30.19
SL1344_0664	nagC	19.73	44.24	29.03	31
SL1344_0665	nagA	0	53.45	43.48	32.31
SL1344_0666	nagB	30.09	48.19	84.86	54.38
SL1344_0667	nagE	12.33	33.58	31.76	25.89
SL1344_0668	glnS	43.32	68.23	76.14	62.56
SL1344_0669	ybfM	0	5.48	4.2	3.23
SL1344_0670	ybfN	0	5.81	8.89	4.9
SL1344_0671		4.62	7.39	22.64	11.55
SL1344_0672		0	0	2.59	0.86
SL1344_0673		4.29	4.12	10.52	6.31
SL1344_0674		0	8.33	12.75	7.03
SL1344_0675	fur	173.09	162.06	378.77	237.97
SL1344_0676	fldA	102.19	50.92	150.38	101.16
SL1344_0677	ybfE	21.42	54.88	10.5	28.93
SL1344_0678	ybfF	0	5.01	11.5	5.5
SL1344_0679	seqA	44.41	92.47	108.92	81.94
SL1344_0680	pgm	55.04	65.82	93.59	71.49
SL1344_0681		12.41	0	0	4.14
SL1344_0682	potE	0	0	0	0
SL1344_0683	speF	0	0.88	0	0.29
SL1344_0684	kdpE	26.67	28.47	91.56	48.9
SL1344_0685	kdpD	0	6.46	13.2	6.55
SL1344_0686	kdpC	0	13.2	0	4.4
SL1344_0687	kdpB	0	0.94	1.44	0.79
SL1344_0688	kdpA	0	6.89	1.76	2.88
SL1344_0688A	kdpF	0	0	0	0
SL1344_0689	ybfA	0	28.07	128.96	52.35
SL1344_0690	phrB	0	6.78	0	2.26
SL1344_0691	ybgH	16.25	2.6	5.98	8.28
SL1344_0692	ybgI	16.2	67.46	55.62	46.43
SL1344_0693	ybgJ	55.04	29.39	36	40.14
SL1344_0694	ybgK	25.83	28.96	50.68	35.15
SL1344_0695	ybgL	16.4	26.26	24.13	22.26
SL1344_0696		0	0	0	0
SL1344_0697	fimB	10.63	20.43	15.65	15.57
SL1344_0698		0	5.75	0	1.92
SL1344_0699		8.13	5.21	0	4.45
SL1344_0700		0	4.05	0	1.35
SL1344_0702		0	0	6.59	2.2
SL1344_0703		5.31	0	2.61	2.64
SL1344_0704		0	0	0	0
SL1344_0705		0	2.72	0	0.91
SL1344_0706		0	0	3.32	1.11
SL1344_0707		0	2.31	0	0.77
SL1344_0708		0	0	0	0
SL1344_0709		43.93	56.28	86.18	62.13
SL1344_0710	nei	0	17.06	14.93	10.66
SL1344_0711	abrB	12.51	2	0	4.84
SL1344_0712	gltA	84.43	90.15	119.64	98.07
SL1344_0713		0	0	0	0
SL1344_0714	sdhC	201.12	242.82	341.47	261.8
SL1344_0715	sdhD	277.49	166.66	306.24	250.13
SL1344_0716	sdhA	30.67	127.71	137.06	98.48
SL1344_0717	sdhB	217.62	246.66	234.01	232.76
SL1344_0718	sucA	122.47	192.7	196.02	170.39
SL1344_0719	sucB	179.35	255.32	327.44	254.04
SL1344_0720	sucC	144.52	214.92	255.69	205.04
SL1344_0721	sucD	62.33	90.95	166.44	106.57
RybD	RybD	0	232.25	106.69	112.98
SL1344_0722	cydA	69.08	136.46	126.13	110.56
SL1344_0723	cydB	137.37	132.01	134.76	134.72
SL1344_0724	ybgT	106.51	85.3	52.24	81.35
SL1344_0725	ybgE	42.83	68.6	84.04	65.16
SL1344_0726	ybgC	14.9	14.31	36.53	21.91
SL1344_0727	tolQ	52.18	80.78	34.13	55.7
SL1344_0728	tolR	196.85	148.63	41.38	128.95
SL1344_0729	tolA	0	26.8	24.14	16.98
SL1344_0730	tolB	139.74	122.35	173.64	145.24
SL1344_0731	pal	562.76	423.06	563.32	516.38
SL1344_0732	ybgF	145.11	85.62	104.89	111.87
tRNA_10	tRNA_10	2256.77	4792.43	3238.8	3429.34
tRNA_11	tRNA_11	21397.56	16492.38	14226.14	17372.03
SL1344_0733	nadA	0	0	8.49	2.83
SL1344_0734	pnuC	0	21.45	12.32	11.25
SL1344_0735	ybgR	0	2.06	12.59	4.88
SL1344_0736	ybgS	0	0	45.88	15.29
SL1344_0737	aroG	91.53	61.33	81.37	78.08
SL1344_0738		22.08	10.61	10.83	14.51
SL1344_0739		14.24	20.53	13.97	16.25
SL1344_0740		0	8.66	16.58	8.42
SL1344_0741		0	0	3.19	1.06
SL1344_0742		0	1.52	0	0.51
SL1344_0743	dcoC	0	0	0	0
SL1344_0744	dcoA	0	0	0	0
SL1344_0745	dcoB	0	0	1.13	0.38
SL1344_0746		0	0	12.69	4.23
SL1344_0747		22.31	12.51	5.47	13.43
SL1344_0748		7.76	9.94	3.8	7.17
SL1344_0749	gpmA	184.06	220.45	333.65	246.06
SL1344_0750	galM	5.79	20.39	14.19	13.46
SL1344_0751	galK	10.48	15.11	10.29	11.96
SL1344_0752	galT	5.75	18.43	2.82	9
SL1344_0753	galE	5.92	18.97	40.67	21.86
SL1344_0754		0	0	0	0
SL1344_0755	modF	16.32	41.82	58.04	38.73
SL1344_0756	modE	22.91	19.57	14.98	19.16
SL1344_0757	ybhT	0	129.37	614.14	247.84
SL1344_0758	modA	54.5	114.71	129.83	99.68
SL1344_0759	modB	69.88	61.55	111.39	80.94
SL1344_0760	modC	17.06	30.97	69.75	39.26
SL1344_0761	ybhA	22.07	11.78	25.26	19.7
SL1344_0762	ybhE	72.58	46.5	50.43	56.5
SL1344_0763	ybhC	23.45	6.01	27.61	19.02
SL1344_0764	hutI	24.6	39.4	62.75	42.25
SL1344_0765	hutG	25.58	24.58	34.51	28.22
SL1344_0766	hutC	8.89	22.78	34.88	22.18
SL1344_0767	hutU	35.72	58.35	64.82	52.96
SL1344_0768	hutH	23.76	50.73	135.94	70.14
SL1344_0769	ybhB	75.86	113.39	62.01	83.75
SL1344_0770	bioA	116.72	109.17	130.53	118.81
SL1344_0771	bioB	63.65	131.6	144.75	113.34
SL1344_0772	bioF	41.61	56.65	112.26	70.17
SL1344_0773	bioC	39.85	56.17	78.19	58.07
SL1344_0774	bioDa	43.86	92.73	98.97	78.52
SL1344_0775	uvrB	11.91	19.08	27.75	19.58
SL1344_0776	slrP	7.86	57.07	82.24	49.06
SL1344_0777	ybhK	19.88	2.12	3.25	8.42
SL1344_0778	moaA	0	0	5.97	1.99
SL1344_0779	moaB	0	11.3	23.06	11.45
SL1344_0780	moaC	0	11.92	6.09	6
SL1344_0781	moaD	0	0	0	0
SL1344_0782	moaE	13.31	4.26	0	5.86
SL1344_0783	ybhL	42.74	52.03	113.21	69.33
SL1344_0784	ybhM	0	0	0	0
SL1344_0785		0	0	0	0
SL1344_0786		0	0	0	0
SL1344_0787	ybhN	12.51	14.03	18.41	14.98
SL1344_0788	ybhO	0	1.55	4.76	2.1
SL1344_0789	ybhP	0	5.09	11.68	5.59
SL1344_0790	ybhQ	513.74	493.67	928.74	645.39
SL1344_0791	ybhR	16.32	45.32	45.37	35.67
SL1344_0792	ybhS	10.65	10.24	33.96	18.28
SL1344_0793	ybhF	17.33	22.21	30.61	23.38
SL1344_0794		12.1	19.37	32.63	21.37
SL1344_0795	ybiH	26.79	11.44	21.9	20.04
SL1344_0796	rhlE	4.41	14.13	10.82	9.79
SL1344_0797	dinG	17.66	16.02	17.32	17
SL1344_0798	ybiB	12.36	21.77	36.37	23.5
SL1344_0799	ybiJ	0	0	11.35	3.78
SL1344_0800	ybiI	0	36.23	22.19	19.48
SL1344_0801	ybiN	0	4.14	3.17	2.43
SL1344_0802	ybiO	0	5.21	6.64	3.95
SL1344_0803	glnQ	41.68	56.07	32.71	43.48
SL1344_0804	glnP	0	23.4	35.83	19.75
SL1344_0805	glnH	24.2	93.02	166.19	94.47
SL1344_0806	dps	143.57	268.27	639.66	350.5
SL1344_0807	ybiF	0	0	13.31	4.44
SL1344_0808	ompX	327.2	557.72	492.93	459.28
SL1344_0809	ybiP	7.62	12.2	7.47	9.1
RybA	RybA	2194.09	1646.56	2705.84	2182.16
SL1344_0810		0	24.45	12.48	12.31
SL1344_0811	ybiR	5.41	15.6	10.62	10.54
SL1344_0812	ybiS	0	23.05	25.67	16.24
SL1344_0813	ybiT	71.82	71.44	85.29	76.19
SL1344_0814		0	0	0	0
SL1344_0815	ybiV(2)	0	0	0	0
SL1344_0817	ybiU	0	4.57	0	1.52
SL1344_0818	ybiV(1)	7.44	9.53	21.89	12.95
SL1344_0819	pflF	0	0.79	0	0.26
SL1344_0820	pflE	0	0	0	0
SL1344_0821	moeB	0	15.44	3.94	6.46
SL1344_0822	moeA	9.7	10.87	9.51	10.03
SL1344_0823	ybiK	12.79	18.44	21.96	17.73
SL1344_0824	yliA	6.43	7.21	17.35	10.33
SL1344_0825	yliB	3.91	10.03	15.35	9.76
SL1344_0826	yliC	6.54	12.57	16.04	11.72
SL1344_0827	yliD	0	6.35	3.24	3.2
SL1344_0828	rimO	9.08	10.18	20.05	13.11
SL1344_0829	bssR	157.13	125.83	184.97	155.98
SL1344_0830		0	22.46	22.93	15.13
SL1344_0831		7.05	27.09	34.56	22.9
SL1344_0832		19.06	26.46	34.29	26.6
SL1344_0833		15.52	19.89	22.84	19.42
SL1344_0834		7.14	4.58	17.52	9.75
SL1344_0835		290.76	272.91	205.63	256.43
SL1344_0836		14.16	68.04	194.47	92.22
SL1344_0837	yliI	0	5.67	8.68	4.78
SL1344_0838	yliJ	28.84	73.9	108.45	70.4
SL1344_0839	dacC	75.1	99.43	147.35	107.29
SL1344_0840	deoR	39.7	40.69	66.2	48.86
SL1344_0841	ybjG	29.69	95.12	67.97	64.26
SL1344_0842	mdfA	0	17.21	14.38	10.53
SL1344_0843		7.38	9.46	3.62	6.82
SL1344_0844		9.94	9.55	14.63	11.37
SL1344_0845		0	6.22	4.76	3.66
RybB	RybB	0	3880.08	7341.71	3740.59
SL1344_0846		3.57	3.43	19.27	8.76
SL1344_0847	ybjM	0	0	7.83	2.61
SL1344_0848	grxA	0	197.9	606.08	267.99
SL1344_0849	ybjC	0	0	10.18	3.39
SL1344_0850	mdaA	0	32.23	22.43	18.22
SL1344_0852	rimK	6.67	10.69	13.09	10.15
SL1344_0853	ybjN	12.64	12.15	55.81	26.87
SL1344_0854	potF	27.06	27.74	21.24	25.34
SL1344_0855	potG	31.87	25.52	20.84	26.08
SL1344_0856	potH	12.63	4.05	3.1	6.59
SL1344_0857	potI	7.12	25.09	20.96	17.73
SL1344_0858	ybjO	0	12.23	31.2	14.48
SL1344_0859	rumB	10.65	5.12	5.22	7
SL1344_0860		0	8.61	0	2.87
SL1344_0861		0	0	0	0
SL1344_0862		0	0	1.99	0.66
SL1344_0863	artJ	181.12	200.42	64.61	148.71
SL1344_0864	artM	99.1	69.26	150.24	106.2
SL1344_0865	artQ	16.81	64.62	169.03	83.48
SL1344_0866	artI	41.16	73.84	28.27	47.76
SL1344_0867	artP	66.13	74.14	72.98	71.09
SL1344_0868	ybjP	0	3.74	5.73	3.16
SL1344_0869		74.53	173.07	228.49	158.7
SL1344_0870	ybjR	58.01	85.93	53.35	65.76
SL1344_0871		11.88	5.71	8.74	8.78
SL1344_0872	ybjT	4.2	5.38	10.3	6.63
SL1344_0873	ltaA	6.01	46.22	32.44	28.22
SL1344_0874	poxB	14.01	19.07	3.44	12.17
SL1344_0875	hcr	0	5.96	0	1.99
SL1344_0876	hcp	0	2.33	3.57	1.97
SL1344_0877	ybjE	0	7.31	14.93	7.41
SL1344_0878	ybjD	3.63	8.14	7.12	6.3
SL1344_0879	ybjX	167.86	229.01	247	214.62
SL1344_0880	ybjY	134.57	162.08	190.1	162.25
SL1344_0881	ybjZ	77.31	87.17	113.76	92.75
SL1344_0882	cspD	163.39	200.62	173.64	179.21
SL1344_0883	clpS	376.13	391.56	1079.26	615.65
SL1344_0884	clpA	214.18	333.7	424.1	323.99
STnc490	STnc490	1217.14	11046.26	4809.15	5690.85
SL1344_0885	tnp	52.56	113.64	225.58	130.59
SL1344_0886		0	11.29	4.32	5.2
SL1344_0887		0	19.23	7.36	8.86
tRNA_12	tRNA_12	133687	27698.94	35632.7	65672.88
SL1344_0888		0	2.85	0	0.95
SL1344_0889		0	0	6.86	2.29
SL1344_0890		0	6.35	3.24	3.2
SL1344_0891	infA	248.45	229.91	595.78	358.05
SL1344_0892		219.5	169.92	457.58	282.33
SL1344_0893	aat	8.55	10.95	8.39	9.3
SL1344_0894	cydC	20.98	4.48	13.72	13.06
SL1344_0895	cydD	27.26	8.73	16.71	17.57
SL1344_0896	trxB	254.9	244.94	283.59	261.14
SL1344_0897	lrp	328.92	359	573.63	420.52
SL1344_0898	ftsK	35.36	58.04	91.77	61.72
SL1344_0899	lolA	98.01	97.33	110.57	101.97
SL1344_0900	ycaJ	17.92	44.5	52.75	38.39
SL1344_0901	serS	88.5	94	214.76	132.42
SL1344_0902	dmsA	2.46	4.73	4.83	4.01
SL1344_0903	dmsB	0	0	4.78	1.59
SL1344_0904	dmsC	6.97	22.34	20.52	16.61
SL1344_0905	ycaD	0	8.4	5.14	4.51
SL1344_0906	ycaM	12.71	43.41	35.31	30.48
SL1344_0907	pflA	58.43	30.41	125.38	71.41
SL1344_0908		18.46	23.65	45.27	29.13
SL1344_0909	sopD2	1832.4	1549.78	3253.47	2211.88
SL1344_0910	pflB	189.88	179.08	148.76	172.57
SL1344_0911	focA	49.16	22.49	62	44.55
SL1344_0912	ycaO	30.77	50.38	45.28	42.15
SL1344_0913	ycaP	0	11.14	0	3.71
SL1344_0914	serC	33.19	40.75	46.12	40.02
SL1344_0915	aroA	14.07	22.54	16.11	17.57
SL1344_0916	ycaL	15.82	7.6	7.76	10.39
SL1344_0917	cmk	26.43	47.98	95.08	56.5
SL1344_0918	rpsA	888.5	978.24	1157.44	1008.06
SL1344_0919	himD	127.14	203.63	135.12	155.3
SL1344_0920	rec2	0	3.41	10.43	4.61
SL1344_0921	msbA	48.2	35.29	42.22	41.9
SL1344_0922	lpxK	12.32	9.87	27.19	16.46
SL1344_0923	ycaQ	0	10.95	11.98	7.64
SL1344_0924	ycaR	33.07	10.59	32.44	25.37
SL1344_0925	kdsB	16.13	31.01	59.35	35.5
SL1344_0926		13.48	15.11	39.67	22.75
SL1344_0927	ycbC	0	2.48	7.61	3.36
SL1344_0928	smtA	7.49	19.2	44.11	23.6
SL1344_0929	mukF	40.97	23.33	31.26	31.85
SL1344_0930	mukE	8.55	21.91	58.7	29.72
SL1344_0931	mukB	49.86	72.51	76.01	66.13
SL1344_0932	ycbB	49.03	41.88	62.53	51.15
SL1344_0933	ycbK	142.76	341.21	791.82	425.27
SL1344_0934	ycbL	120.92	193.66	241.8	185.46
SL1344_0935	aspC	35.4	79.38	86.82	67.2
SL1344_0936	ompF	16.55	44.17	24.35	28.36
SL1344_0937	asnCa	55.88	106.02	166.57	109.49
SL1344_0938		13.05	8.36	19.21	13.54
SL1344_0939	dpaL	0	1.59	0	0.53
SL1344_0940		0	0	2.06	0.69
SL1344_0941	pncB	10.01	6.41	2.46	6.29
SL1344_0942		37.26	44.76	100.53	60.85
SL1344_0943		0	0	0	0
SL1344_0944		0	0	0	0
SL1344_0945		0	0	0	0
SL1344_0946	recEa	0	0.87	0	0.29
IsrB-2	IsrB-2	0	0	0	0
IsrB-1	IsrB-1	64.02	533.19	219.82	272.34
SL1344_0947		0	0	0	0
SL1344_0948		0	0	0	0
SL1344_0949		0	0	0	0
SL1344_0950		0	22.61	103.88	42.16
SL1344_0951	C1	0	10.31	0	3.44
STnc1080	STnc1080	98.66	94.8	48.39	80.62
SL1344_0952		0	0	3	1
SL1344_0953		0	0	0	0
SL1344_0954		0	0	0	0
SL1344_0955		0	0	9.49	3.16
SL1344_0956		20.75	39.88	173.04	77.89
SL1344_0957		77.49	70.32	106.71	84.84
SL1344_0958		10	11.44	0	7.15
SL1344_0959	ninG	0	0	0	0
SL1344_0960		0	0	0	0
SL1344_0961		0	0	3.7	1.23
SL1344_0962		18.98	36.49	27.94	27.8
SL1344_0963		48.14	0	0	16.05
SL1344_0964		13.4	4.29	0	5.9
SL1344_0965	gtgA	8.77	5.03	4.3	6.04
SL1344_0965A		0	0	8.81	2.94
SL1344_0966	nucD	0	0	0	0
SL1344_0967		12.04	0	0	4.01
SL1344_0968		11.29	3.62	0	4.97
SL1344_0969		0	3.75	0	1.25
SL1344_0971		11.67	7.48	11.45	10.2
SL1344_0972		14.46	0.93	5.67	7.02
SL1344_0973		0	11.94	0	3.98
SL1344_0974		0	0	0	0
SL1344_0975		0	3.41	0	1.14
SL1344_0976		0	14.42	22.08	12.17
SL1344_0977		0	5.62	8.61	4.74
SL1344_0978		0	0	0	0
SL1344_0979		0	21.99	11.22	11.07
SL1344_0980		5.91	4.42	3.21	4.51
SL1344_0981		0	11.61	17.78	9.8
SL1344_0982		0	19.39	41.57	20.32
SL1344_0983	sodCa	1298.46	1479.21	1417.76	1398.48
SL1344_0984		8.66	2.77	0	3.81
SL1344_0985		0	0	0	0
SL1344_0986		0	0	0	0
SL1344_0987		1.8	5.18	3.37	3.45
SL1344_0988		2.73	1.75	1.34	1.94
SL1344_0989		0	6.64	0	2.21
SL1344_0990		0	0	0	0
SL1344_0991	sseI	307.64	358.98	742.97	469.86
SL1344_0992		230.36	249.03	275.41	251.6
SL1344_0993		0	3.08	0	1.03
SL1344_0994		0	6.45	29.62	12.02
SL1344_0995	gtgE	26.32	89.92	111.88	76.04
SL1344_0996	gtgF	0	10.09	46.36	18.82
SL1344_0997	pepN	39.17	50.92	41.81	43.97
SL1344_0998	pyrD	0	1.86	14.23	5.36
SL1344_0999	ycbW	11.1	53.35	59.91	41.45
SL1344_1000		0	5.21	2.66	2.63
SL1344_1001	rlmL	11.42	11.89	35.01	19.44
SL1344_1002	uup	25.25	17.18	6.19	16.21
SL1344_1003	pqiA	4.8	9.23	9.42	7.82
SL1344_1004	pqiB	18.35	21.16	37.8	25.77
SL1344_1005	ymbA	0	27.39	5.24	10.88
SL1344_1006	rmf	72.07	242.4	565.62	293.36
SL1344_1007	fabA	34.85	55.82	45.59	45.42
SL1344_1008	lonH	11.38	32.82	11.17	18.46
SL1344_1009	ycbG	0	29.85	39.18	23.01
SL1344_1010	ompA	457.65	615.69	482.62	518.65
SL1344_1011	sulA	11.82	37.87	110.19	53.29
SL1344_1012	sxy	0	25.49	0	8.5
SL1344_1013	yccS	2.8	4.48	6.86	4.71
SL1344_1014	yccF	0	21.61	13.24	11.62
SL1344_1015	helD	2.93	13.14	25.87	13.98
SL1344_1016	mgsA	13.14	50.51	32.23	31.96
SL1344_1017	yccT	0	0	4.46	1.49
SL1344_1018		28.93	46.34	14.19	29.82
SL1344_1019	yccV	94.92	24.32	74.49	64.58
SL1344_1020	yccW	19.88	12.73	24.38	19
SL1344_1021		0	7.04	16.16	7.73
SL1344_1022		0	19.8	11.37	10.39
SL1344_1023	yccX	0	0	10.5	3.5
SL1344_1024	yccK	54.88	76.17	26.92	52.65
SL1344_1025	yccA	354	270.14	301.31	308.49
tRNA_13	tRNA_13	0	45.9	245.99	97.29
SL1344_1026	pipA	177	187.1	204.02	189.37
SL1344_1027	pipB	845.97	1172.03	1396.63	1138.21
SL1344_1028		0	0	9.05	3.02
SL1344_1029	pipC	0	39.57	155.81	65.13
SL1344_1030	sopB	3.57	2.29	19.27	8.38
SL1344_1031	orfX	0	0	17.36	5.79
SL1344_1032		0	0	80.5	26.83
SL1344_1033	pipD	77.84	78.73	130.61	95.73
SL1344_1034	copS	0	8.48	17.31	8.6
SL1344_1035	copR	32.27	51.68	35.61	39.85
SL1344_1036		44.03	14.1	50.4	36.18
SL1344_1037	hpaC	0	11.3	11.53	7.61
SL1344_1038	hpaB	0	2.47	15.12	5.86
SL1344_1039	hpaR	0	0	0	0
SL1344_1040	hpaG	0	4.49	2.29	2.26
SL1344_1041	hpaE	0	5.26	2.01	2.42
SL1344_1042	hpaD	7.07	9.06	6.94	7.69
SL1344_1043	hpaF	0	5.07	31.07	12.05
SL1344_1044	hpaH	0	7.2	14.7	7.3
SL1344_1045	hpaI	0	0	11.2	3.73
SL1344_1046	hpaX	0	2.8	0	0.93
SL1344_1047	hpaA	0	6.45	9.88	5.45
SL1344_1048		0	2.1	0	0.7
SL1344_1049		16.62	0	0	5.54
SL1344_1050	yccD	39.46	25.28	9.68	24.81
SL1344_1051	cbpA	19.62	23.05	19.25	20.64
SL1344_1052	scsA	0	10.65	0	3.55
SL1344_1053	scsB	0	0	3.13	1.04
SL1344_1054	scsC	0	6.19	0	2.06
SL1344_1055	scsD	0	3.81	29.17	10.99
SL1344_1056	agp	4.85	34.17	30.92	23.31
SL1344_1057	yccJ	106.05	288.73	858.24	417.67
SL1344_1058	wrbA	252.44	132.61	128.77	171.27
SL1344_1059	ymdF	0	126.97	176.76	101.24
SL1344_1060	ycdC	0	0	0	0
SL1344_1061		0	78.08	216.72	98.27
SL1344_1062	putA	88.1	145.48	141.56	125.04
SL1344_1063	putP	115.73	203.25	276	198.33
SL1344_1064	phoH	169.13	158.01	159	162.04
